NPO-MEM-.YYYY.-,NPO-MEM-.YYYY.-,
Membership Expiry Date,會員到期日,
Razorpay Details,Razorpay詳細資訊,
Subscription ID,訂閱編號,
Customer ID,顧客ID,
Subscription Activated,訂閱已啟用,
Subscription Start ,訂閱開始,
Subscription End,訂閱結束,
Non Profit Member,非盈利會員,
Membership Status,成員身份,
Member Since,自...成為會員,
Payment ID,付款編號,
Membership Settings,會員設定,
Enable RazorPay For Memberships,為會員啟用RazorPay,
RazorPay Settings,RazorPay設定,
Billing Cycle,結算週期,
Billing Frequency,帳單頻率,
"The number of billing cycles for which the customer should be charged. For example, if a customer is buying a 1-year membership that should be billed on a monthly basis, this value should be 12.",應向客戶收費的計費週期數。例如，如果客戶購買的1年會員資格應按月計費，則此值應為12。,
Razorpay Plan ID,Razorpay計劃編號,
Volunteer Name,志願者姓名,
Volunteer Type,志願者型別,
Availability and Skills,可用性和技能,
Availability,可用性,
Weekends,週末,
Availability Timeslot,可用時間段,
Morning,早上,
Afternoon,下午,
Evening,晚間,
Anytime,任何時候,
Volunteer Skills,志願者技能,
Volunteer Skill,志願者技能,
Homepage,主頁,
Hero Section Based On,基於英雄的英雄部分,
Homepage Section,主頁部分,
Hero Section,英雄科,
Tag Line,標語,
Company Tagline for website homepage,公司標語的網站主頁,
Company Description for website homepage,在網站的首頁公司介紹,
Homepage Slideshow,主頁幻燈片,
"URL for ""All Products""",網址“所有產品”,
Products to be shown on website homepage,在網站首頁中顯示的產品,
Homepage Featured Product,首頁推薦產品,
route,路線,
Section Based On,基於的部分,
Section Cards,部分卡片,
Number of Columns,列數,
Number of columns for this section. 3 cards will be shown per row if you select 3 columns.,此部分的列數。如果選擇3列，每行將顯示3張卡片。,
Section HTML,部分HTML,
Use this field to render any custom HTML in the section.,使用此欄位在該部分中呈現任何自定義HTML。,
Section Order,部分順序,
"Order in which sections should appear. 0 is first, 1 is second and so on.",應該出現哪些部分的順序。 0是第一個，1是第二個，依此類推。,
Homepage Section Card,主頁卡片,
Subtitle,字幕,
Products Settings,產品設定,
Home Page is Products,首頁是產品,
"If checked, the Home page will be the default Item Group for the website",如果選中，主頁將是網站的預設專案組,
Show Availability Status,顯示可用性狀態,
Product Page,產品頁面,
Products per Page,每頁產品,
Enable Field Filters,啟用欄位過濾器,
Item Fields,專案欄位,
Enable Attribute Filters,啟用屬性過濾器,
Attributes,屬性,
Hide Variants,隱藏變體,
Website Attribute,網站屬性,
Attribute,屬性,
Website Filter Field,網站過濾欄位,
Activity Cost,活動費用,
Billing Rate,結算利率,
Costing Rate,成本率,
title,標題,
Projects User,工程使用者,
Default Costing Rate,預設成本核算率,
Default Billing Rate,預設開票單價,
Dependent Task,相關任務,
Project Type,專案型別,
% Complete Method,完成百分比法,
Task Completion,任務完成,
Task Progress,任務進度,
% Completed,% 已完成,
From Template,來自模板,
Project will be accessible on the website to these users,這些使用者可在網站上訪問該專案,
Copied From,複製自,
Start and End Dates,開始和結束日期,
Actual Time in Hours (via Timesheet),實際時間（以小時為單位）,
Costing and Billing,成本核算和計費,
Total Costing Amount (via Timesheet),總成本金額（透過工時單）,
Total Expense Claim (via Expense Claim),總費用報銷（透過費用報銷）,
Total Purchase Cost (via Purchase Invoice),總採購成本（透過採購費用清單）,
Total Sales Amount (via Sales Order),總銷售額（透過銷售訂單）,
Total Billable Amount (via Timesheet),總可計費用金額（透過工時單）,
Total Billed Amount (via Sales Invoice),總賬單金額（透過銷售費用清單）,
Total Consumed Material Cost (via Stock Entry),總物料消耗成本（透過手工庫存移動）,
Gross Margin,毛利,
Gross Margin %,毛利率％,
Monitor Progress,監控進度,
Collect Progress,收集進度,
Frequency To Collect Progress,採集進度資訊的頻率,
Twice Daily,每天兩次,
First Email,第一封郵件,
Second Email,第二封郵件,
Time to send,傳送時間,
Day to Send,傳送日,
Message will be sent to the users to get their status on the Project,訊息將傳送給使用者以獲取其在專案中的狀態,
Projects Manager,工程經理,
Project Template,專案模板,
Project Template Task,專案模板任務,
Begin On (Days),開始（天）,
Duration (Days),持續時間（天）,
Project Update,專案更新,
Project User,專案使用者,
View attachments,檢視附件,
Projects Settings,工程設定,
Ignore Workstation Time Overlap,忽略工作站時間重疊,
Ignore User Time Overlap,忽略使用者時間重疊,
Ignore Employee Time Overlap,忽略員工時間重疊,
Weight,重量,
Parent Task,上級任務,
Timeline,時間線,
Expected Time (in hours),預期時間（以小時計）,
% Progress,％進展,
Is Milestone,里程碑,
Task Description,任務描述,
Dependencies,依賴,
Dependent Tasks,相關任務,
Depends on Tasks,前置任務,
Actual Start Date (via Timesheet),實際開始日期（透過工時單）,
Actual Time in Hours (via Timesheet),實際時間（小時）,
Actual End Date (via Timesheet),實際結束日期（透過工時單）,
Total Expense Claim (via Expense Claim),總費用報銷（透過費用報銷）,
Review Date,評論日期,
Closing Date,結算日期,
Task Depends On,前置任務,
Task Type,任務型別,
TS-.YYYY.-,TS-.YYYY.-,
Employee Detail,員工詳細資訊,
Billing Details,開票（帳單）資訊,
Total Billable Hours,總可計費時間,
Total Billed Hours,帳單總時間,
Total Costing Amount,總成本計算金額,
Total Billable Amount,總可結算金額,
Total Billed Amount,總可開單金額,
% Amount Billed,（％）金額帳單,
Hrs,小時,
Costing Amount,成本核算金額,
Corrective/Preventive,糾正/預防,
Corrective,糾正的,
Preventive,預防,
Resolution,決議,
Resolutions,決議,
Quality Action Resolution,質量行動決議,
Quality Feedback Parameter,質量反饋引數,
Quality Feedback Template Parameter,質量反饋模板引數,
Quality Goal,質量目標,
Monitoring Frequency,監測頻率,
Weekday,平日,
Objectives,目標,
Quality Goal Objective,質量目標,
Objective,目的,
Agenda,議程,
Minutes,分鐘,
Quality Meeting Agenda,質量會議議程,
Quality Meeting Minutes,質量會議紀要,
Minute,分鐘,
Parent Procedure,父程式,
Processes,流程,
Quality Procedure Process,質量程式流程,
Process Description,進度解析,
Link existing Quality Procedure.,連結現有的質量程式。,
Additional Information,附加資訊,
Quality Review Objective,質量審查目標,
DATEV Settings,DATEV設定,
Regional,區域性,
Consultant ID,顧問編號,
GST HSN Code,GST HSN程式碼,
HSN Code,HSN程式碼,
GST Settings,GST設定,
GST Summary,消費稅總結,
GSTIN Email Sent On,傳送GSTIN電子郵件,
GST Accounts,GST科目,
B2C Limit,B2C限制,
Set Invoice Value for B2C. B2CL and B2CS calculated based on this invoice value.,設定B2C的費用清單值。 B2CL和B2CS根據此費用清單值計算。,
GSTR 3B Report,GSTR 3B報告,
January,一月,
February,二月,
March,遊行,
April,四月,
August,八月,
September,九月,
October,十月,
November,十一月,
December,十二月,
JSON Output,JSON輸出,
Invoices with no Place Of Supply,沒有供應地的發票,
Import Supplier Invoice,進口供應商發票,
Invoice Series,發票系列,
Upload XML Invoices,上載XML發票,
Zip File,壓縮檔案,
Import Invoices,進口發票,
Click on Import Invoices button once the zip file has been attached to the document. Any errors related to processing will be shown in the Error Log.,將zip檔案附加到文件後，單擊“匯入發票”按鈕。與處理相關的任何錯誤將顯示在錯誤日誌中。,
Lower Deduction Certificate,降低扣除證明,
Certificate Details,證書詳細資訊,
194A,194A,
194C,194C,
194D,194D,
194H,194小時,
194I,194I,
194J,194J,
194LA,194LA,
194LBB,194磅,
194LBC,194LBC,
Certificate No,證書號碼,
Deductee Details,受扣人詳細資訊,
PAN No,PAN號,
Validity Details,有效性詳細資訊,
Rate Of TDS As Per Certificate,根據證書的TDS費率,
Certificate Limit,證書限制,
Invoice Series Prefix,費用清單系列字首,
Active Menu,活動選單,
Restaurant Menu,餐廳選單,
Price List (Auto created),價格清單（自動建立）,
Restaurant Manager,餐廳經理,
Restaurant Menu Item,餐廳選單項,
Restaurant Order Entry,餐廳訂單錄入,
Restaurant Table,餐桌,
Click Enter To Add,點選輸入以新增,
Last Sales Invoice,上次銷售費用清單,
Current Order,當前訂單,
Restaurant Order Entry Item,餐廳訂單錄入專案,
Served,曾任,
Restaurant Reservation,餐廳預訂,
Waitlisted,輪候,
No Show,沒有出現,
No of People,人數,
Reservation Time,預訂時間,
Reservation End Time,預訂結束時間,
No of Seats,座位數,
Minimum Seating,最小的座位,
"Keep Track of Sales Campaigns. Keep track of Leads, Quotations, Sales Order etc from Campaigns to gauge Return on Investment. ",追蹤促銷活動。追蹤來自營銷活動的線索，報價，銷售訂單等，統計投資回報率。,
SAL-CAM-.YYYY.-,SAL-CAM-.YYYY.-,
Campaign Schedules,活動時間表,
Buyer of Goods and Services.,產品和服務採購者。,
CUST-.YYYY.-,CUST-.YYYY.-,
Default Company Bank Account,預設公司銀行帳戶,
From Lead,來自潛在客戶,
Account Manager,客戶經理,
Allow Sales Invoice Creation Without Sales Order,允許建立無銷售訂單的銷售發票,
Allow Sales Invoice Creation Without Delivery Note,允許在沒有交貨單的情況下建立銷售發票,
Default Price List,預設價格清單,
Primary Address and Contact Detail,主要地址和聯絡人資訊,
"Select, to make the customer searchable with these fields",選擇，使客戶可以使用這些欄位進行搜尋,
Customer Primary Contact,客戶主要聯絡人,
"Reselect, if the chosen contact is edited after save",重新選擇，如果所選聯絡人在儲存後被編輯,
Customer Primary Address,客戶主要地址,
"Reselect, if the chosen address is edited after save",重新選擇，如果所選地址在儲存後被編輯,
Primary Address,主要地址,
Mention if non-standard receivable account,如需記賬到非標準應收賬款科目應提及,
Credit Limit and Payment Terms,信用額度和付款條款,
Additional information regarding the customer.,該客戶的其他資訊。,
Sales Partner and Commission,銷售合作伙伴及佣金,
Commission Rate,佣金率,
Sales Team Details,銷售團隊資訊,
Customer POS id,客戶POS ID,
Customer Credit Limit,客戶信用額度,
Bypass Credit Limit Check at Sales Order,不在銷售訂單做信用額度檢查,
Industry Type,行業型別,
MAT-INS-.YYYY.-,MAT-INS-.YYYY.-,
Installation Date,安裝日期,
Installation Time,安裝時間,
Installation Note Item,安裝單項,
Installed Qty,已安裝數量,
Lead Source,線索來源,
Period Start Date,期間開始日期,
Period End Date,期末結束日期,
Cashier,出納員,
Difference,區別,
Modes of Payment,付款方式,
Linked Invoices,連結的費用清單,
POS Closing Voucher Details,銷售終端關閉憑證詳細資訊,
Collected Amount,收集金額,
Expected Amount,預期金額,
POS Closing Voucher Invoices,銷售pos終端關閉憑證費用清單,
Quantity of Items,物料數量,
"Aggregate group of **Items** into another **Item**. This is useful if you are bundling a certain **Items** into a package and you maintain stock of the packed **Items** and not the aggregate **Item**. \n\nThe package **Item** will have ""Is Stock Item"" as ""No"" and ""Is Sales Item"" as ""Yes"".\n\nFor Example: If you are selling Laptops and Backpacks separately and have a special price if the customer buys both, then the Laptop + Backpack will be a new Product Bundle Item.\n\nNote: BOM = Bill of Materials",將一組物料集合到另外一種物料。如果將物料組合打包/包裝，然後維護這個組合後的物料的庫存而不是集合物料。包裝物料將有一種屬性：“庫存條目”（取值“否”），或“銷售條目”（取值“是”）。例如：你分別銷售膝上型電腦和揹包，並且如果有顧客採購兩種而使用單獨的價格，那麼膝上型電腦+揹包將是一個新的產品包專案。注：物料BOM =Bill of Materials,
Parent Item,上級專案,
List items that form the package.,本包裝內的物料列表。,
SAL-QTN-.YYYY.-,SAL-QTN-.YYYY.-,
Quotation To,報價物件,
Rate at which customer's currency is converted to company's base currency,客戶的貨幣轉換為公司的本幣後的單價,
Rate at which Price list currency is converted to company's base currency,價格清單貨幣轉換為公司的本幣後的單價,
Additional Discount and Coupon Code,附加折扣和優惠券程式碼,
Referral Sales Partner,推薦銷售合作伙伴,
In Words will be visible once you save the Quotation.,大寫金額將在報價單儲存後顯示。,
Term Details,條款資訊,
Quotation Item,報價物料,
Against Doctype,針對的文件型別,
Against Docname,針對的文件名稱,
Additional Notes,補充說明,
SAL-ORD-.YYYY.-,SAL-ORD-.YYYY.-,
Skip Delivery Note,跳過交貨單,
In Words will be visible once you save the Sales Order.,大寫金額將在銷售訂單儲存後顯示。,
Track this Sales Order against any Project,對任何工程追蹤該銷售訂單,
Billing and Delivery Status,賬單和交貨狀態,
Not Delivered,未交付,
Fully Delivered,完全交付,
Partly Delivered,部分交付,
Not Applicable,不適用,
%  Delivered,％已交付,
% of materials delivered against this Sales Order,此銷售訂單% 的物料已交貨。,
% of materials billed against this Sales Order,此銷售訂單%的物料已開票。,
Not Billed,未開票,
Fully Billed,完全開票,
Partly Billed,部分開票,
Ensure Delivery Based on Produced Serial No,確保基於生產的序列號的交貨,
Supplier delivers to Customer,供應商直接出貨給客戶,
Delivery Warehouse,交貨倉庫,
Planned Quantity,計劃數量,
For Production,生產,
Work Order Qty,工單數量,
Produced Quantity,生產的產品數量,
Used for Production Plan,用於生產計劃,
Sales Partner Type,銷售夥伴型別,
Contact No.,聯絡人電話,
Contribution (%),貢獻（％）,
Contribution to Net Total,貢獻淨總計,
Selling Settings,銷售設定,
Settings for Selling Module,銷售模組的設定,
Customer Naming By,客戶命名方式,
Campaign Naming By,活動命名：,
Default Customer Group,預設客戶群組,
Default Territory,預設地區,
Close Opportunity After Days,幾天後關閉機會,
Default Quotation Validity Days,預設報價有效天數,
Sales Update Frequency,銷售更新頻率,
Each Transaction,每筆交易,
SMS Center,簡訊中心,
Send To,傳送到,
All Contact,所有聯絡人,
All Customer Contact,所有客戶聯絡方式,
All Supplier Contact,所有供應商聯絡人,
All Sales Partner Contact,所有的銷售合作伙伴聯絡人,
All Lead (Open),所有潛在客戶（開放）,
All Employee (Active),所有員工（活動）,
All Sales Person,所有的銷售人員,
Create Receiver List,建立接收人列表,
Receiver List,接收人列表,
Messages greater than 160 characters will be split into multiple messages,大於160個字元的訊息將被分割為多條訊息,
Total Characters,總字元,
Total Message(s),總資訊（s ）,
Authorization Control,授權控制,
Authorization Rule,授權規則,
Average Discount,平均折扣,
Customerwise Discount,客戶折扣,
Itemwise Discount,物料級的折扣,
Customer or Item,客戶或物料,
Customer / Item Name,客戶/物料名稱,
Authorized Value,授權值,
Applicable To (Role),適用於(角色),
Applicable To (Employee),適用於(員工),
Applicable To (User),適用於(使用者),
Applicable To (Designation),適用於(職位),
Approving Role (above authorized value),批准角色（上述授權值）,
Approving User  (above authorized value),批准的使用者（上述授權值）,
Brand Defaults,品牌預設值,
Legal Entity / Subsidiary with a separate Chart of Accounts belonging to the Organization.,屬於本機構的，帶獨立科目表的法人/附屬機構。,
Change Abbreviation,更改縮寫,
Parent Company,母公司,
Default Values,預設值,
Default Holiday List,預設假期列表,
Default Selling Terms,預設銷售條款,
Default Buying Terms,預設購買條款,
Create Chart Of Accounts Based On,基於...建立科目表,
Standard Template,標準模板,
Existing Company,現有公司,
Chart Of Accounts Template,科目表模板,
Existing Company ,現有的公司,
Date of Establishment,成立時間,
Sales Settings,銷售設定,
Monthly Sales Target,每月銷售目標,
Sales Monthly History,銷售月曆,
Transactions Annual History,交易年曆,
Total Monthly Sales,每月銷售總額,
Default Cash Account,預設現金科目,
Default Receivable Account,預設應收科目,
Round Off Cost Center,四捨五入成本中心,
Discount Allowed Account,折扣允許的帳戶,
Discount Received Account,折扣收到的帳戶,
Exchange Gain / Loss Account,匯兌損益科目,
Unrealized Exchange Gain/Loss Account,未實現匯兌損益科目,
Allow Account Creation Against Child Company,允許針對兒童公司建立帳戶,
Default Payable Account,預設應付科目,
Default Employee Advance Account,預設員工預支科目,
Default Cost of Goods Sold Account,預設銷貨成本科目,
Default Income Account,預設收入科目,
Default Deferred Revenue Account,預設遞延收入科目,
Default Deferred Expense Account,預設遞延費用帳戶,
Default Payroll Payable Account,預設應付職工薪資科目,
Default Expense Claim Payable Account,預設費用索賠應付帳款,
Stock Settings,庫存設定,
Enable Perpetual Inventory,啟用永續庫存功能（每次庫存移動實時生成會計憑證）,
Default Inventory Account,預設存貨科目,
Stock Adjustment Account,庫存調整科目,
Fixed Asset Depreciation Settings,固定資產折舊設定,
Series for Asset Depreciation Entry (Journal Entry),固定資產折舊憑證命名序列（手工憑證）,
Gain/Loss Account on Asset Disposal,資產處置收益/損失科目,
Asset Depreciation Cost Center,資產折舊成本中心,
Budget Detail,預算資訊,
Exception Budget Approver Role,例外預算審批人角色,
Company Info,公司資訊,
For reference only.,僅供參考。,
Company Logo,公司標誌,
Date of Incorporation,註冊成立日期,
Date of Commencement,開始日期,
Phone No,電話號碼,
Company Description,公司介紹,
Registration Details,註冊詳細資訊,
Company registration numbers for your reference. Tax numbers etc.,公司註冊號碼，供大家參考。稅務號碼等,
Delete Company Transactions,刪除正式上線前的測試資料,
Currency Exchange,外幣匯率,
Specify Exchange Rate to convert one currency into another,指定外幣匯率的匯率,
From Currency,源貨幣,
To Currency,以貨幣,
For Buying,待採購,
For Selling,出售,
Customer Group Name,客戶群組名稱,
Parent Customer Group,父（上級）客戶群組,
Only leaf nodes are allowed in transaction,只有葉節點中允許交易,
Mention if non-standard receivable account applicable,如果不規範應收賬款適用的話應提及,
Credit Limits,信用額度,
Email Digest,郵件摘要,
Send regular summary reports via Email.,透過電子郵件傳送定期彙總報表。,
Email Digest Settings,郵件摘要設定,
How frequently?,多快的頻率？,
Next email will be sent on:,下次郵件傳送時間：,
Note: Email will not be sent to disabled users,注意：郵件不會傳送給已禁用使用者,
Profit & Loss,利潤損失,
New Income,新的收入,
New Expenses,新的費用,
Annual Income,年收入,
Annual Expenses,年度支出,
Bank Balance,銀行存款餘額,
Bank Credit Balance,銀行信貸餘額,
Receivables,應收款,
Payables,應付賬款,
Sales Orders to Bill,應開賬單的的銷售訂單,
Purchase Orders to Bill,需要開具賬單的採購訂單,
New Sales Orders,新建銷售訂單,
New Purchase Orders,新建採購訂單,
Sales Orders to Deliver,要交付的銷售訂單,
Purchase Orders to Receive,要收貨的採購訂單,
New Purchase Invoice,新購買發票,
New Quotations,新報價,
Open Quotations,開啟報價單,
Open Issues,開放式問題,
Open Projects,公開專案,
Purchase Orders Items Overdue,採購訂單專案逾期,
Upcoming Calendar Events,即將進行的日曆活動,
Open To Do,開放做,
Add Quote,新增報價,
Global Defaults,全域性預設值,
Default Company,預設公司,
Current Fiscal Year,當前財年,
Default Distance Unit,預設距離單位,
Hide Currency Symbol,隱藏貨幣符號,
Do not show any symbol like $ etc next to currencies.,不要在貨幣旁顯示貨幣代號，例如$等。,
"If disable, 'Rounded Total' field will not be visible in any transaction",如果禁用，“圓整後金額”欄位將不在任何交易中顯示,
Disable In Words,禁用詞,
"If disable, 'In Words' field will not be visible in any transaction",如果禁用“，在詞”欄位不會在任何交易可見,
Item Classification,物料分類,
General Settings,常規設定,
Item Group Name,物料群組名稱,
Parent Item Group,父（上級）專案組,
Item Group Defaults,專案組預設值,
Item Tax,物料稅項,
Check this if you want to show in website,要在網站上展示，請勾選此項。,
Show this slideshow at the top of the page,在頁面頂部顯示此幻燈片,
HTML / Banner that will show on the top of product list.,HTML或橫幅，將顯示在產品列表的頂部。,
Set prefix for numbering series on your transactions,為交易設定編號系列的字首,
Setup Series,設定系列,
Update Series,更新系列,
Change the starting / current sequence number of an existing series.,更改現有系列的起始/當前序列號。,
Quotation Lost Reason,報價遺失原因,
A third party distributor / dealer / commission agent / affiliate / reseller who sells the companies products for a commission.,被授權銷售公司產品以賺取佣金的第三方分銷商/經銷商/授權代理商/分支機構/轉銷商,
Sales Partner Name,銷售合作伙伴名稱,
Partner Type,合作伙伴型別,
Address & Contacts,地址及聯絡方式,
Address Desc,地址倒序,
Contact Desc,聯絡人倒序,
Sales Partner Target,銷售合作伙伴目標,
Targets,目標,
Show In Website,在網站上展示,
Referral Code,推薦碼,
To Track inbound purchase,跟蹤入站購買,
Logo,徽標,
Partner website,合作伙伴網站,
All Sales Transactions can be tagged against multiple **Sales Persons** so that you can set and monitor targets.,所有的銷售交易都可以標記多個**銷售人員**，方便你設定和監控目標。,
Name and Employee ID,姓名和員工ID,
Sales Person Name,銷售人員姓名,
Parent Sales Person,母公司銷售人員,
Select company name first.,請先選擇公司名稱。,
Sales Person Targets,銷售人員目標,
Set targets Item Group-wise for this Sales Person.,為該銷售人員設定目標物料組別,
Supplier Group Name,供應商群組名稱,
Parent Supplier Group,上級供應商組,
Target Detail,目標詳細資訊,
Target Qty,目標數量,
Target  Amount,目標金額,
Target Distribution,目標分佈,
"Standard Terms and Conditions that can be added to Sales and Purchases.\n\nExamples:\n\n1. Validity of the offer.\n1. Payment Terms (In Advance, On Credit, part advance etc).\n1. What is extra (or payable by the Customer).\n1. Safety / usage warning.\n1. Warranty if any.\n1. Returns Policy.\n1. Terms of shipping, if applicable.\n1. Ways of addressing disputes, indemnity, liability, etc.\n1. Address and Contact of your Company.",可以新增至銷售或採購的標準條款和條件。例如：1. 報價有效期。 2.付款條件(預付款，賒購，部分預付款)。3.其他，例如安全/使用警告，退貨政策，配送條款，爭議/賠償/責任仲裁方式，貴公司的地址和聯絡方式。,
Applicable Modules,適用模組,
Terms and Conditions Help,條款和條件幫助,
Classification of Customers by region,客戶按區域分類,
Territory Name,區域名稱,
Parent Territory,上級領域,
Territory Manager,區域經理,
For reference,供參考,
Territory Targets,區域目標,
Set Item Group-wise budgets on this Territory. You can also include seasonality by setting the Distribution.,為此區域設定物料群組特定的預算。你還可以設定“分佈”，為預算啟動季節性。,
UOM Name,計量單位名稱,
Check this to disallow fractions. (for Nos),要對編號禁止分數，請勾選此項。,
Website Item Group,網站物料組,
Cross Listing of Item in multiple groups,多個群組物料交叉顯示,
Default settings for Shopping Cart,購物車的預設設定,
Enable Shopping Cart,啟用購物車,
Display Settings,顯示設定,
Show Public Attachments,顯示公共附件,
Show Price,顯示價格,
Show Stock Availability,顯示庫存可用性,
Show Contact Us Button,顯示聯絡我們按鈕,
Show Stock Quantity,顯示庫存數量,
Show Apply Coupon Code,顯示申請優惠券程式碼,
Allow items not in stock to be added to cart,允許將無庫存的商品新增到購物車,
Prices will not be shown if Price List is not set,價格將不會顯示如果沒有設定價格,
Quotation Series,報價系列,
Checkout Settings,結帳設定,
Enable Checkout,啟用結帳,
Payment Success Url,付款成功URL,
After payment completion redirect user to selected page.,支付完成後將使用者轉到所選網頁。,
Batch Details,批次明細,
Batch ID,批次ID,
image,圖片,
Parent Batch,上級批次,
Manufacturing Date,生產日期,
Batch Quantity,批次數量,
Batch UOM,批次UOM,
Source Document Type,源文件型別,
Source Document Name,源文件名稱,
Batch Description,批次說明,
Bin,儲位,
Reserved Quantity,保留數量,
Actual Quantity,實際數量,
Requested Quantity,需求數量,
Reserved Qty for sub contract,用於外包的預留數量,
Moving Average Rate,移動平均價格,
FCFS Rate,FCFS率,
Customs Tariff Number,海關稅則號,
Tariff Number,稅則號,
Delivery To,交貨物件,
MAT-DN-.YYYY.-,MAT-DN-.YYYY.-,
Is Return,退貨？,
Issue Credit Note,發行信用票據,
Return Against Delivery Note,基於銷售出貨單退貨,
Customer's Purchase Order No,客戶的採購訂單號,
Billing Address Name,帳單地址名稱,
Required only for sample item.,只針對樣品物料。,
"If you have created a standard template in Sales Taxes and Charges Template, select one and click on the button below.",如果您已經建立了銷項稅/費標準模板，選擇一個，然後點選下面的按鈕。,
In Words will be visible once you save the Delivery Note.,大寫金額將在銷售出貨單儲存後顯示。,
In Words (Export) will be visible once you save the Delivery Note.,大寫金額（出口）將在銷售出貨單儲存後顯示。,
Transporter Info,承運商資訊,
Driver Name,司機姓名,
Track this Delivery Note against any Project,對任何工程跟蹤此銷售出貨單,
Inter Company Reference,公司間參考,
Print Without Amount,列印量不,
% Installed,％已安裝,
% of materials delivered against this Delivery Note,此出貨單% 的材料已交貨。,
Installation Status,安裝狀態,
Excise Page Number,Excise頁碼,
Instructions,說明,
From Warehouse,源倉庫,
Against Sales Order,針對的銷售訂單,
Against Sales Order Item,針對的銷售訂單項,
Against Sales Invoice,針對的銷售費用清單,
Against Sales Invoice Item,針對的銷售費用清單項,
Available Batch Qty at From Warehouse,源倉庫可用的批次數量,
Available Qty at From Warehouse,源倉庫可用數量,
Delivery Settings,交貨設定,
Dispatch Settings,發貨設定,
Dispatch Notification Template,派遣通知模板,
Dispatch Notification Attachment,發貨通知附件,
Leave blank to use the standard Delivery Note format,留空以使用標準的交貨單格式,
Send with Attachment,傳送附件,
Delay between Delivery Stops,交貨停止之間的延遲,
Delivery Stop,交付停止,
Lock,鎖,
Visited,已訪問,
Order Information,訂單資訊,
Contact Information,聯絡資訊,
Email sent to,電子郵件傳送給,
Dispatch Information,發貨資訊,
Estimated Arrival,預計抵達時間,
MAT-DT-.YYYY.-,MAT-DT-.YYYY.-,
Initial Email Notification Sent,初始電子郵件通知已傳送,
Delivery Details,交貨細節,
Driver Email,司機電郵,
Driver Address,司機地址,
Total Estimated Distance,總估計距離,
Distance UOM,距離UOM,
Departure Time,出發時間,
Delivery Stops,交貨站點,
Calculate Estimated Arrival Times,計算預計到達時間,
Use Google Maps Direction API to calculate estimated arrival times,使用Google Maps Direction API計算預計到達時間,
Optimize Route,最佳化路線,
Use Google Maps Direction API to optimize route,使用Google Maps Direction API最佳化路線,
In Transit,運輸中,
Fulfillment User,履行使用者,
"A Product or a Service that is bought, sold or kept in stock.",庫存中已被採購，銷售或保留的一個產品或服務,
STO-ITEM-.YYYY.-,STO-ITEM-.YYYY.-,
Variant Of,的變體,
"If item is a variant of another item then description, image, pricing, taxes etc will be set from the template unless explicitly specified",如果物料為另一物料的變體，那麼它的描述，圖片，價格，稅率等將從模板自動設定。你也可以手動設定。,
Is Item from Hub,是來自集線器的元件,
Default Unit of Measure,預設計量單位,
Maintain Stock,管理庫存,
Standard Selling Rate,標準售價,
Auto Create Assets on Purchase,自動建立購買資產,
Asset Naming Series,資產名錄,
Over Delivery/Receipt Allowance (%),超過交貨/收據津貼（％）,
Barcodes,條形碼,
Shelf Life In Days,保質期天數,
End of Life,壽命結束,
Default Material Request Type,預設物料申請型別,
Valuation Method,估值方法,
FIFO,先進先出,
Moving Average,移動平均,
Warranty Period (in days),保修期限（天數）,
Auto re-order,自動重訂貨,
Reorder level based on Warehouse,根據倉庫訂貨點水平,
Will also apply for variants unless overrridden,除非手動指定，否則會同時應用於變體,
Units of Measure,計量單位,
Will also apply for variants,會同時應用於變體,
Serial Nos and Batches,序列號和批號,
Has Batch No,有批號,
Automatically Create New Batch,自動建立新批,
Batch Number Series,批號系列,
"Example: ABCD.#####. If series is set and Batch No is not mentioned in transactions, then automatic batch number will be created based on this series. If you always want to explicitly mention Batch No for this item, leave this blank. Note: this setting will take priority over the Naming Series Prefix in Stock Settings.",例如：ABCD。#####。如果系列已設定且交易中未輸入批號，則將根據此係列建立自動批號。如果您始終想要明確提及此料品的批號，請將此留為空白。注意：此設定將優先於庫存設定中的名錄字首。,
Has Expiry Date,有過期日期,
Retain Sample,保留樣品,
Max Sample Quantity,最大樣品量,
Maximum sample quantity that can be retained,可以保留的最大樣品數量,
Has Serial No,有序列號,
Serial Number Series,序列號系列,
"Example: ABCD.#####\nIf series is set and Serial No is not mentioned in transactions, then automatic serial number will be created based on this series. If you always want to explicitly mention Serial Nos for this item. leave this blank.",例如：ABCD ##### \n如果設定了序列但是沒有在交易中輸入序列號，那麼系統會根據序列自動生產序列號。如果要強制手動輸入序列號，請不要勾選此項。,
Variants,變數,
Has Variants,有變體,
"If this item has variants, then it cannot be selected in sales orders etc.",如果此物料為模板物料（有變體），就不能直接在銷售訂單中使用，請使用變體物料,
Variant Based On,變數基於,
Item Attribute,物料屬性,
"Sales, Purchase, Accounting Defaults",銷售，採購，會計違約,
Item Defaults,物料預設值,
"Purchase, Replenishment Details",採購，補貨細節,
Is Purchase Item,可採購？,
Default Purchase Unit of Measure,預設採購單位,
Minimum Order Qty,最小起訂量,
Minimum quantity should be as per Stock UOM,最小數量應按照庫存單位,
Average time taken by the supplier to deliver,供應商交貨時間的平均值,
Is Customer Provided Item,客戶提供物品,
Delivered by Supplier (Drop Ship),由供應商交貨（直接發運）,
Supplier Items,供應商物料,
Foreign Trade Details,外貿詳細,
Country of Origin,原產地,
